respondent id,question code,comments,hide comment,language id,edited text,english translation,positive sentiment probability,neutral sentiment probability,negative sentiment probability,sentiment category
25385861,adt|action_vision,"Saya yakin tim IT di perusahaan saya sudah memikirkannya, namun tetap perlu dituliskan disini sebagai pengingat tambahan kepada segenap insan perusahaan yaitu terkait pentingnya securitas atau keamanan data, termasuk membudayakan IT Security Awareness kepada segenap insan pegawai. Apalagi kedepannya menuju SSOT, tentu data terpusat sangat membutuhkan keamanan yang baik dan handal, terutama dari para penggunanya sendiri.",FALSE,bi,,,0.95756876,0.026492817,0.015938422,positive
25385785,adt|action_vision,Agar implementasi program tetap berintegritas sehingga kita tidak ragu dalam mengikuti,FALSE,bi,,,0.36545432,0.6039499,0.030595763,neutral
25385785,ent|action_teamleadership,Kepemimpinan harus melihat juga emosional pemimpin. Selain intelektualnya.,FALSE,bi,,,0.13289101,0.8365757,0.030533282,neutral
25386423,adt|action_vision,Sosialisasi ke semua pegawai,FALSE,bi,,,0.2981182,0.6453735,0.056508355,neutral
25385135,ent|actions_accountability,GCG (Good Corporate Governance) dan SMAP sudah berperan besar untuk meningkatkan akuntabilitas dari setiap insan perusahaan,FALSE,bi,,,0.9017287,0.08912523,0.009146077,positive
25385135,adt|action_vision,SSOT Perlu Untuk Meningkatkan Kemanan Kebocoran Data Perusahaan,FALSE,bi,,,0.88782865,0.102409765,0.009761627,positive
25385135,ent|action_teamleadership,Komunikasi yang baik menjadi dasar kolaborasi yang ekselen antara Pemimpin dan Anggota,FALSE,bi,,,0.6134599,0.33186755,0.054672595,positive
25385135,rst|actions_systemsprocesses,Selayaknya Sistem Dan Proses Bisnis di sosialisasikan per-pekerjaan secara terpusat untuk menghindari perbedaan sudut pandang pemahaman individu terhadap BPM.,FALSE,bi,,,0.5362754,0.40465045,0.059074175,positive
25385135,rst|actions_skillsstaffing,Kapabilitas akan meningkat sejalan dengan pembelajaran dan pemahaman yang diberikan oleh perusahaan,FALSE,bi,,,0.7807897,0.19323356,0.025976771,positive
25385135,ent|action_teamwork,Komunikasi dan Kolaborasi yang baik bisa menjembatani antara proses yang baik dan hasil kinerja yang ekselen,FALSE,bi,,,0.26762587,0.67118764,0.061186437,neutral
25386635,rst|actions_skillsstaffing,Sudah sangat baik,FALSE,bi,,,0.028956622,0.96767354,0.003369903,neutral
25386635,ent|actions_accountability,"Mungkin saya cukup sesuai dengan apa yang saya kerjakan, porsi dan tanggung jawab yang saya emban sudah sesuai. Namun baru-baru ini kurangnya SDM di bidang kami, membuat kami mendapat bagian porsi dan pekerjaan lebih dalam mencapai target kinerja bulanan kami. Banyak karyawan yang mutasi dan promosi, tp bidang kami belum mendapat gantinya. Sehingga menyebabkan pegawai - pegawai lain pun bekerja sama untuk menyelesaikan pekerjaan yang ditinggalkan oleh pegawai dikarenakan mutasi dan promosi.",FALSE,bi,,,0.80712557,0.14520921,0.04766521,positive
25386635,ent|action_teamleadership,Sudah sangat baik sekali atasan saya yang sekarang.,FALSE,bi,,,0.33514634,0.625935,0.038918637,neutral
25386635,rst|actions_systemsprocesses,Sesekali perlu adanya refreshmen terkait alur proses bisnis,FALSE,bi,,,0.09867132,0.8542844,0.047044277,neutral
25386635,ent|action_teamwork,Kerja tim pada divisi bidang saya saat ini sudah sangat kompak sekali. Kami lembur pun ditemani oleh atasan. Sangat nyaman meski kerja pulang larut malam.,FALSE,bi,,,0.6604126,0.28421077,0.055376593,positive
25385047,adt|action_vision,"Saran Perbaikan :
Libatkan seluruh stakeholder: Pastikan semua departemen dan level manajemen terlibat dalam perencanaan dan implementasi SSoT.
Sediakan pelatihan yang memadai: Latih pengguna untuk memahami dan memanfaatkan SSoT secara efektif.
Gunakan teknologi yang tepat: Pilih teknologi yang sesuai dengan kebutuhan bisnis dan anggaran.
Utamakan kualitas data: Pastikan data yang dimasukkan ke dalam SSoT akurat dan konsisten.
Evaluasi secara berkala: Lakukan evaluasi secara berkala untuk mengukur keberhasilan implementasi dan melakukan perbaikan jika diperlukan.",FALSE,bi,,,0.30912933,0.6382602,0.052610487,neutral
25385047,ent|action_teamleadership,"Komunikasikan visi dengan jelas: Pastikan seluruh anggota tim memahami tujuan dan manfaat dari implementasi SSoT.
Libatkan seluruh stakeholder: Ajak semua pihak yang berkepentingan untuk berpartisipasi dalam perencanaan dan implementasi SSoT.
Tunjuk pemimpin proyek yang kuat: Pilih seorang pemimpin proyek yang memiliki keahlian teknis dan kemampuan kepemimpinan yang baik.
Adakan pertemuan rutin: Selenggarakan pertemuan rutin untuk memantau kemajuan proyek, mengatasi masalah, dan memberikan umpan balik.
Rayakan keberhasilan: Akui dan rayakan setiap pencapaian kecil untuk menjaga semangat tim",FALSE,bi,,,0.29114813,0.6636686,0.045183334,neutral
25385047,rst|actions_skillsstaffing,"Membentuk tim inti proyek: Tim ini terdiri dari perwakilan dari berbagai departemen yang memiliki keahlian dalam bidang bisnis, IT, dan data.
Melakukan pelatihan data literacy: Meningkatkan kemampuan seluruh karyawan dalam memahami dan memanfaatkan data.
Mengimplementasikan sistem manajemen pengetahuan: Menyediakan platform bagi karyawan untuk berbagi pengetahuan dan pengalaman.
Membangun pusat kompetensi data: Mendirikan pusat yang berfokus pada pengembangan kapabilitas data di seluruh organisasi.",FALSE,bi,,,0.70938146,0.26788238,0.022736158,positive
25385047,ent|action_teamwork,"Workshop membangun tim: Adakan workshop untuk memperkuat hubungan antar anggota tim dan membangun rasa saling percaya.
Mentoring: Pasangkan anggota tim yang berpengalaman dengan anggota tim yang baru untuk mempercepat transfer pengetahuan.
Program pengakuan: Berikan penghargaan kepada tim atau individu yang berkontribusi secara signifikan terhadap proyek.",FALSE,bi,,,0.834284,0.14685862,0.018857336,positive
25385047,ent|actions_accountability,"Dashboard proyek: Buat dashboard yang menampilkan progress proyek secara real-time.
Review kinerja individu: Adakan review kinerja individu secara berkala untuk memberikan umpan balik dan menetapkan tujuan.
Post-mortem: Setelah proyek selesai, lakukan post-mortem untuk mengevaluasi keberhasilan proyek dan mengidentifikasi pelajaran yang dapat diambil.",FALSE,bi,,,0.4794186,0.50105095,0.019530509,neutral
25385601,adt|action_vision,"MIS seyogyanya dirancang dengan mempertimbangkan kebutuhan pelanggan yang semakin kritis dan komplek, menggunakan teknologi yang terbarukan dengan kemudahan akses dan kemudahan di dalam penggunaan nya.
Terima kasih",FALSE,bi,,,0.31529328,0.6168433,0.067863405,neutral
25385601,ent|action_teamleadership,"Pemimpin di unit kami pada umumnya sudah menyadari dan merefleksikan teknik dan cara memimpin yang mendukung adanya perubahan yang positif , termasuk adanya perubahan teknologi",FALSE,bi,,,0.5479861,0.40004286,0.051971104,positive
25385601,rst|actions_systemsprocesses,Prosedur dan instruksi kerja perlu ditinjau ulang dan disesuaikan dengan perkembangan proses bisnis yang ada.,FALSE,bi,,,0.1454241,0.81155944,0.04301648,neutral
25385601,rst|actions_skillsstaffing,Perlu adanya kebijakan yang mengatur bahwa pegawai minimal  harus di ikutkan dalam diklat untuk mengembangkan kapabilitasnya minimal 2 kali dalam satu semester.,FALSE,bi,,,0.73953694,0.20229822,0.05816484,positive
25385601,ent|action_teamwork,Pertahankan kesolidan team kerja yang ada untuk membantu mencapai kinerja yang exellent,FALSE,bi,,,0.80723953,0.13943739,0.053323038,positive
25385601,ent|actions_accountability,"Akuntabilitas merupakan pertanggung jawaban kita terkait dengan laporan , administrasi dan atau pembukuan, sehingga tetap harus dijaga kejujuran datanya tanpa ada manipulasi , yang kelak akan dipertanggung jawabkan di hadapan Tuhan.",FALSE,bi,,,0.5011269,0.4458299,0.05304332,positive
25385771,adt|action_vision,"Agar saat dijabarkan ke level bawah untuk menggunakan bahasa yang mudah dipahami oleh semua pihak, sehingga semua orang mengetahui perannya masing-masing dan akhirnya bisa menyukseskan program ini.",FALSE,bi,,,0.78912187,0.18832779,0.02255028,positive
25385588,adt|action_vision,Menyatukan pola pikir agar sinergitas terjaga,FALSE,bi,,,0.24010369,0.71483964,0.045056686,neutral
25385588,ent|action_teamleadership,"Sudah baik, continuitas untuk tetap di stabilkan.",FALSE,bi,,,0.6089863,0.38056305,0.010450644,positive
25385588,rst|actions_systemsprocesses,Sistem dan Proses harus continue seiring dengan perkembangan perusahaan,FALSE,bi,,,0.48088837,0.46730164,0.051809967,positive
25385588,rst|actions_skillsstaffing,Kapabilitas perlu peningkatan agar bisa seiring dan sejalan,FALSE,bi,,,0.2913113,0.6594267,0.04926197,neutral
25385588,ent|action_teamwork,teamwork sangat penting untuk berkesinambungan dan berkelanjutan program PLN,FALSE,bi,,,0.9378165,0.057589885,0.004593647,positive
25385588,ent|actions_accountability,Baik,FALSE,bi,,,0.003581344,0.995242,0.001176739,neutral
25385789,rst|actions_skillsstaffing,ok,FALSE,bi,,,,,,
25385789,rst|actions_systemsprocesses,Semskin baik,FALSE,bi,,,0.001640272,0.99611205,0.002247727,neutral
25385789,adt|action_vision,Mohon mengikuti tuntutan jaman,FALSE,bi,,,0.13367976,0.8512122,0.015107995,neutral
25385789,ent|action_teamwork,Team work is everthing,FALSE,bi,,,0.075642414,0.9051615,0.019196115,neutral
25386584,adt|action_vision,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386584,ent|action_teamleadership,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386584,rst|actions_systemsprocesses,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386584,rst|actions_skillsstaffing,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386584,ent|action_teamwork,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386584,ent|actions_accountability,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386476,adt|action_vision,"kemanan data mohon diperhatikan, dan jika menggunakan webpage agar mudah diakses dan tidak lemot. ",FALSE,bi,,,0.8294028,0.15935618,0.011241088,positive
25385754,adt|action_vision,Kebijakan SSOT ini harus konsisten dilaksanakan dan tegas dalam menyikapi aplikasi non korporat ,FALSE,bi,,,0.6774099,0.1512661,0.17132396,positive
25385754,ent|action_teamleadership,sudah baik dan konsisten,FALSE,bi,,,0.037195385,0.95505345,0.007751079,neutral
25385754,rst|actions_systemsprocesses,perlunya update secara konsisten sistem manajemen terintegrasi,FALSE,bi,,,0.029230762,0.96101767,0.009751568,neutral
25386241,adt|action_vision,Perbaikan pada source data pengukuran yang akurat.,FALSE,bi,,,0.056752734,0.9218665,0.021380741,neutral
25386241,rst|actions_systemsprocesses,Sistem dan Proses dapat dikelola oleh 1 unit agar mudah dalam proses perbaikan dan pengembangan,FALSE,bi,,,0.34414306,0.60581666,0.05004028,neutral
25386241,ent|action_teamleadership,"Dapat memanage pekerjaan yang sifatnya Non-Rutin dan Dadakan atas permintaan pihak luar, sehingga staf di level dasar dapat bekerja sesuai dengan porsinya dan sesuai dengan Jam kerjanya.",FALSE,bi,,,0.6052115,0.20454481,0.19024375,positive
25386241,rst|actions_skillsstaffing,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386241,ent|action_teamwork,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386241,ent|actions_accountability,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386196,adb|vision_lv1,visi dan tujuan Perusahaan  sangat jelas,FALSE,bi,,,0.8224046,0.15197594,0.02561944,positive
25386196,adb|vision_agree_lv1,visi dan tujuan Perusahaan  sangat jelas,FALSE,bi,,,0.8224046,0.15197594,0.02561944,positive
25386196,adb|conf_lv1_ldr,Dengan BOD yang baru membawa semangat yang jelas.,FALSE,bi,,,0.09269033,0.87817055,0.029139142,neutral
25386196,adb|info_change_intranet,Karena intensitas saya membuka PLN Kita yang kurang,FALSE,bi,,,0.8009634,0.18956265,0.009473987,positive
25386196,adb|understand_purpose,tujuan dan arah implementasi MIS sangat jelas,FALSE,bi,,,0.6783282,0.2268239,0.09484788,positive
25386196,adb|agree_direction,Setuju karena membawa korporat ke arah yg lebih baik,FALSE,bi,,,0.27581552,0.7091767,0.015007824,neutral
25386196,adt|action_vision,Seluruh business process terintegrasi dan dari satu sumber data sehingga terpecaya dan terakurasi dengan baik,FALSE,bi,,,0.6223663,0.35587376,0.021759864,positive
25386196,ent|action_teamleadership,Terus dilanjutkan transformasi digitalisasi karena tantangan kedepan yang sangat sering berubah.,FALSE,bi,,,0.19032137,0.80065125,0.00902742,neutral
25386196,rst|actions_systemsprocesses,Segera direalisasikan seluruh data terintegrasi serta memaksimalkan manfaat aplikasi2 atau saluran2 yang ada dalam mendukung korporat lebih baik,FALSE,bi,,,0.64878374,0.24358647,0.10762981,positive
25386196,rst|actions_skillsstaffing,Mengingat probis saya saat ini seputar aplikasi dan pengolahan data korporat,FALSE,bi,,,0.87847716,0.10362563,0.01789726,positive
25386196,ent|action_teamwork,"Untuk sering berkoordinasi dan komunikasi dimanapun berada, saling sharing informasi khususnya seputar PT PLN",FALSE,bi,,,0.61677074,0.36805046,0.015178788,positive
25386196,ent|actions_accountability,Untuk lebih sering ditampilkan terkait dengan MIS menuju SSOT di media-media PLN agar seluruh lapisan pegawai dapat memahami informasi terkait,FALSE,bi,,,0.85365653,0.1156072,0.030736264,positive
25385536,ent|actions_accountability,cukup,FALSE,bi,,,0.001641479,0.99713767,0.001220861,neutral
25385536,adt|action_vision,sangat mendukung dengan adanya implementasi SSoT agar memudahkan data yang jelas dan update. ,FALSE,bi,,,0.14054772,0.8522551,0.007197201,neutral
25385536,ent|action_teamleadership,Pemimpin unit mampu memanajemen pegawai & kinerja dengan baik,FALSE,bi,,,0.3562615,0.6151656,0.028572915,neutral
25385536,rst|actions_systemsprocesses,Cukup menunjang,FALSE,bi,,,0.01804015,0.9768289,0.00513099,neutral
25385536,rst|actions_skillsstaffing,cukup,FALSE,bi,,,0.001641479,0.99713767,0.001220861,neutral
25385536,ent|action_teamwork,cukup,FALSE,bi,,,0.001641479,0.99713767,0.001220861,neutral
25385417,adt|action_vision,Di sosialisasikan secara massive,FALSE,bi,,,0.03686195,0.94986176,0.013276272,neutral
25385417,ent|action_teamleadership,Pemimpin yg baik akan menciptakan pemimpin yg baik pula,FALSE,bi,,,0.8785447,0.093972616,0.027482767,positive
25385417,rst|actions_systemsprocesses,"Ciptakan sistem dan proses yg baik sesuai dengan SOP, pasti akan mendapatkan hasil yg baik juga",FALSE,bi,,,0.47365734,0.44901282,0.0773298,positive
25385417,rst|actions_skillsstaffing,Perlu adanya peningkatan kompetensi di setiap pegawai,FALSE,bi,,,0.20902012,0.76278263,0.02819728,neutral
25385417,ent|action_teamwork,Kerja tim yg baik akan menghasilkan kinerja yg baik,FALSE,bi,,,0.8101335,0.15719557,0.03267088,positive
25385417,ent|actions_accountability,Setiap pegawai harus mempunyai tanggung jawab terhadap pekerjaan masing2,FALSE,bi,,,0.27935266,0.64808357,0.07256373,neutral
25385161,ent|action_teamleadership,Saat ini Atasan saya memiliki kapabilitas kepemimpinan yang sangat baik,FALSE,bi,,,0.9322484,0.0403797,0.027371867,positive
25385161,adt|action_vision,Saat ini sudah sangat relevan terhadap kebutuhan bisnis PLN,FALSE,bi,,,0.8492809,0.13348906,0.017230107,positive
25386479,ent|actions_accountability,ok,FALSE,bi,,,,,,
25386479,ent|action_teamwork,Solid Kompak Sinergi,FALSE,bi,,,0.05303648,0.94385856,0.003104976,neutral
25386479,ent|action_teamleadership,Perlu dipertimbangkan kembali terkait aspirasi karir,FALSE,bi,,,0.42203355,0.42687294,0.15109357,neutral
25386479,rst|actions_systemsprocesses,Perlunya peningkatan kompetensi terkait Manajemen Sistem Informasi,FALSE,bi,,,0.26835364,0.6483479,0.08329851,neutral
25386479,rst|actions_skillsstaffing,Ok,FALSE,bi,,,0.01516132,0.9803365,0.004502188,neutral
25386479,adt|action_vision,Kemudahan dalam akses,FALSE,bi,,,0.03637623,0.9545732,0.009050572,neutral
25385840,adt|action_vision,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385840,ent|action_teamleadership,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385958,adt|action_vision,Sosialisasi lebih masif,FALSE,bi,,,0.20410326,0.77658373,0.019312989,neutral
25386039,adt|action_vision,"Saya belum memiliki gambara untuk single source of Truth itu apa, barangkali boleh diikutkan ke sebuah webinar atau rekaman untuk bisa memahaminya.",FALSE,bi,,,0.87237924,0.116599694,0.011021041,positive
25386039,ent|action_teamleadership,Kebutuhan saat ini adalah Lead By Example.,FALSE,bi,,,0.7719469,0.22091964,0.00713342,positive
25386039,rst|actions_skillsstaffing,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386039,ent|action_teamwork,Perlu di tingkatkan.,FALSE,bi,,,0.033212166,0.94619787,0.02058993,neutral
25386039,ent|actions_accountability,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386039,rst|actions_systemsprocesses,Masih banyak kesulitan untuk mengakses informasi terkait SOP dan layanan. Terkadang suka bingung mau akses dimana.,FALSE,bi,,,0.40427387,0.5446554,0.05107079,neutral
25385413,ent|action_teamwork,Hilangkan ego sektoral dan sifat individual hanya untuk mencapai kinerja masing-masing,FALSE,bi,,,0.7836471,0.19416356,0.022189278,positive
25385413,ent|actions_accountability,sudah sesuai,FALSE,bi,,,0.005291209,0.99280965,0.001899203,neutral
25385413,adt|action_vision,sudah sesuai,FALSE,bi,,,0.005291209,0.99280965,0.001899203,neutral
25385413,ent|action_teamleadership,Agar setiap Pemimpin lebih Saling percaya dan Peduli terhadap staf atau bawahan dan selalu menjunjung tinggi Integritas,FALSE,bi,,,0.29987484,0.6845957,0.015529462,neutral
25385413,rst|actions_systemsprocesses,sudah sesuai,FALSE,bi,,,0.005291209,0.99280965,0.001899203,neutral
25385413,rst|actions_skillsstaffing,sudah sesuai,FALSE,bi,,,0.005291209,0.99280965,0.001899203,neutral
25386175,ent|action_teamleadership,"Pimpinan harusnya dipilih berdasarkan integritas dan kemampuan, karena banyak pemimpin yang memiliki history pelanggaran disiplin namun tetap dipilih menjadi pimpinan",FALSE,bi,,,0.32143503,0.6580436,0.020521332,neutral
25386175,adt|action_vision,Tidak ada saran,FALSE,bi,,,0.3210938,0.6612287,0.017677434,neutral
25385805,adt|action_vision,Untuk lebih dapat lagi meningkatkan pemahaman terhadap program Management Information System (MIS) menuju Single Source of Truth (SSoT) diharapkan untuk lebih sering dilakukan sosilasasi hingga ke unit-unit terkecil.,FALSE,bi,,,0.14953528,0.8373154,0.013149316,neutral
25385805,ent|action_teamleadership,Atasan langsung mampu memberikan arahan yang jelas dan mampu memaksimalkan kemampuan dari para bawahannya.,FALSE,bi,,,0.64758664,0.3194507,0.032962613,positive
25385805,rst|actions_systemsprocesses,Secara umum implementasi program Management Information System (MIS) menuju Single Source of Truth (SSoT) sudah didukung dengan ketersediaan sarana dan prasarana yang memadai.,FALSE,bi,,,0.31172138,0.66773826,0.020540362,neutral
25385805,rst|actions_skillsstaffing,Untuk lebih mengembangkan keterampilan dan kemampuan dalam mendukung implementasi Management Information System (MIS) menuju Single Source of Truth (SSoT) perlu dilakukan sosialiasi yang berkelanjutan.,FALSE,bi,,,0.21801072,0.76266867,0.019320587,neutral
25385805,ent|action_teamwork,Satuan kerja saya memiliki tingkat komitmen dan kolaborasi yang tinggi dalam mendukung implementasi program Management Information System (MIS) menuju Single Source of Truth (SSoT).,FALSE,bi,,,0.11367599,0.87553835,0.010785734,neutral
25385805,ent|actions_accountability,Rekan kerja saya mampu memegang tanggung jawab dan peran yang maksimal dalam mendukung implementasi program Management Information System (MIS) menuju Single Source of Truth (SSoT).,FALSE,bi,,,0.2242995,0.7588888,0.016811687,neutral
25385653,adt|action_vision,Agar Program Management Information System (MIS) menuju Single Source of Truth (SSoT) dapat terimplementasikan dengan baik,FALSE,bi,,,0.20295931,0.7864648,0.010575866,neutral
25385049,rst|actions_systemsprocesses,Sudah baik,FALSE,bi,,,0.002833682,0.99630946,0.00085677,neutral
25385049,adt|action_vision,Mohon agar secara berkelanjutan di arahkan agar bisa diterapkan secara menyeluruh dan di pahami oleh semua pegawai,FALSE,bi,,,0.7839479,0.10757579,0.108476244,positive
25385049,ent|action_teamleadership,Kepemimpinan sudah berjalan dengan baik,FALSE,bi,,,0.43779695,0.54045874,0.021744354,neutral
25385049,rst|actions_skillsstaffing,Agar ditingkatkan lagi pelatihan untuk menunjang keberhasilan program tersebut,FALSE,bi,,,0.7922803,0.17509997,0.032619677,positive
25385049,ent|action_teamwork,Sudah baik tetapi harus terus ditingkatkan,FALSE,bi,,,0.34975582,0.62891173,0.021332514,neutral
25385049,ent|actions_accountability,Sudah baik,FALSE,bi,,,0.002833682,0.99630946,0.00085677,neutral
25385411,rst|actions_skillsstaffing,Pengembangan Kapabilitas harus dilakukan secara berkesinambungan,FALSE,bi,,,0.6398629,0.3131002,0.047036853,positive
